siren,siret,adresse,postcode,city
5670161,567016100016,62  RUE,44600,SAINT-NAZAIRE
5670252,567025200013,  AV,44600,SAINT-NAZAIRE
5670278,567027800018,  RUE,44600,SAINT-NAZAIRE
5670310,567031000019,57  CHE,44600,SAINT-NAZAIRE
5670468,567046800015,46  AV,44600,SAINT-NAZAIRE
5670542,567054200017,16  RUE,44780,MISSILLAC
5670617,567061700017,  RUE,44570,TRIGNAC
5670773,567077300018,6  QUAI,44130,BLAIN
5670872,567087200018,  RUE,44600,SAINT-NAZAIRE
5670898,567089800013,15  RUE,44600,SAINT-NAZAIRE
5670922,567092200011,  ,44360,VIGNEUX-DE-BRETAGNE
5670948,567094800016,  RUE,44600,SAINT-NAZAIRE
5671037,567103700017,23  AV,44480,DONGES
5671052,567105200024,203  AV,44500,LA BAULE-ESCOUBLAC
5671102,567110200019,43  RUE,44410,LA CHAPELLE-DES-MARAIS
5671136,567113600025,27  RUE,44260,SAVENAY
5671284,567128400015,  RUE,44600,SAINT-NAZAIRE
5671292,567129200018,  RUE,44350,GUERANDE
5671334,567133400018,28  RUE,44360,SAINT-ETIENNE-DE-MONTLUC
5671375,567137500011,89  AV,44600,SAINT-NAZAIRE
5671375,567137500029,  CITE,44600,SAINT-NAZAIRE
5671375,567137500037,37  AV,44380,PORNICHET
5671383,567138300015,89  AV,44600,SAINT-NAZAIRE
5671383,567138300023,  CITE,44600,SAINT-NAZAIRE
5671383,567138300031,2  RUE,44600,SAINT-NAZAIRE
5671425,567142500022,2  RUE,44600,SAINT-NAZAIRE
5671466,567146600018,56  AV,44600,SAINT-NAZAIRE
5671516,567151600010,  PL,44290,GUEMENE-PENFAO
5671532,567153200017,148  AV,44380,PORNICHET
5671565,567156500017,1  PL,44290,GUEMENE-PENFAO
5671581,567158100014,  RUE,44600,SAINT-NAZAIRE
5671722,567172200014,  RTE,44160,BESNE
5671763,567176300018,  LD,44170,MARSAC-SUR-DON
5671839,567183900024,40  BD,44100,NANTES
5671847,567184700019,  RUE,44600,SAINT-NAZAIRE
5671870,567187000011,17  FG,44350,GUERANDE
5671904,567190400026,  RTE,44530,SAINT-GILDAS-DES-BOIS
5671953,567195300015,  LD,44530,GUENROUET
5672068,567206800011,2  RUE,44600,SAINT-NAZAIRE
5672175,567217500014,2  RUE,44410,HERBIGNAC
5672324,567232400018,36  AV,44480,DONGES
5672340,567234000014,  LD,44630,PLESSE
5672472,567247200015,  RUE,44550,MONTOIR-DE-BRETAGNE
5672605,567260500010,  RUE,44480,DONGES
5672613,567261300014,  LD,44290,PIERRIC
5672621,567262100017,  ,44360,SAINT-ETIENNE-DE-MONTLUC
5672696,567269600019,  ,44360,CORDEMAIS
5672779,567277900013,  PL,44130,FAY-DE-BRETAGNE
5672886,567288600024,18  AV,44600,SAINT-NAZAIRE
5672910,567291000014,  AV,44600,SAINT-NAZAIRE
5673033,567303300022,104  CHE,44600,SAINT-NAZAIRE
5673157,567315700011,  ,44420,LA TURBALLE
5673165,567316500014,  QUAI,44420,LA TURBALLE
5673173,567317300018,44  RUE,44600,SAINT-NAZAIRE
5673207,567320700014,  LD,44130,BOUVRON
5673231,567323100014,  ,44420,LA TURBALLE
5673280,567328000011,5  RUE,44360,LE TEMPLE-DE-BRETAGNE
5673314,567331400018,  RUE,44600,SAINT-NAZAIRE
5673322,567332200011,  ,44420,LA TURBALLE
5673348,567334800016,66  AV,44500,LA BAULE-ESCOUBLAC
5673405,567340500014,  PL,44630,PLESSE
5673439,567343900013,  BD,44600,SAINT-NAZAIRE
5673611,567361100025,1  RUE,44490,LE CROISIC
5673678,567367800016,  ,44460,SAINT-NICOLAS-DE-REDON
5673710,567371000017,230  AV,44500,LA BAULE-ESCOUBLAC
5673751,567375100011,  PL,44600,SAINT-NAZAIRE
5673801,567380100014,  RUE,44600,SAINT-NAZAIRE
5673884,567388400010,  AV,44500,LA BAULE-ESCOUBLAC
5673892,567389200013,19  PL,44490,LE CROISIC
5673926,567392600027,29  AV,44600,SAINT-NAZAIRE
5673983,567398300010,7  RUE,44510,LE POULIGUEN
5673991,567399100013,  RUE,44600,SAINT-NAZAIRE
5674031,567403100025,  LD,44420,MESQUER
5674064,567406400018,41  LD,44260,LA CHAPELLE-LAUNAY
5674080,567408000014,  RUE,44600,SAINT-NAZAIRE
5674130,567413000017,  LD,44630,PLESSE
5674163,567416300018,  LD,44630,PLESSE
5674254,567425400015,  RUE,44530,SAINT-GILDAS-DES-BOIS
5674270,567427000045,7  RUE,44130,BOUVRON
5674320,567432000014,  BD,44600,SAINT-NAZAIRE
5674338,567433800016,54  RUE,44600,SAINT-NAZAIRE
5674346,567434600019,  LD,44460,FEGREAC
5674411,567441100011,57  BD,44600,SAINT-NAZAIRE
5674478,567447800010,6  RUE,44510,LE POULIGUEN
5674502,567450200017,35  RUE,44740,BATZ-SUR-MER
5674569,567456900016,  RUE,44740,BATZ-SUR-MER
5674593,567459300016,16  RUE,44740,BATZ-SUR-MER
5674726,567472600012,53  AV,44600,SAINT-NAZAIRE
5674817,567481700019,  AV,44500,LA BAULE-ESCOUBLAC
5674825,567482500012,65  AV,44600,SAINT-NAZAIRE
5674841,567484100019,16  RUE,44600,SAINT-NAZAIRE
5674924,567492400021,9  RUE,44600,SAINT-NAZAIRE
5674965,567496500016,  LD,44410,LA CHAPELLE-DES-MARAIS
5675053,567505300010,  RUE,44600,SAINT-NAZAIRE
5675095,567509500011,117  AV,44600,SAINT-NAZAIRE
5675111,567511100024,43  AV,44500,LA BAULE-ESCOUBLAC
5675210,567521000016,  PL,44750,CAMPBON
5675228,567522800018,  PL,44750,CAMPBON
5675343,567534300015,  ,44410,SAINT-LYPHARD
5675350,567535000010,  LD,44410,HERBIGNAC
5675384,567538400019,  AV,44500,LA BAULE-ESCOUBLAC
5675400,567540000013,25  AV,44600,SAINT-NAZAIRE
5675459,567545900019,7  RUE,44160,PONTCHATEAU
5675483,567548300019,  AV,44500,LA BAULE-ESCOUBLAC
5675624,567562400018,  RUE,44600,SAINT-NAZAIRE
5675715,567571500014,  RTE,44460,AVESSAC
5675822,567582200018,  PL,44480,DONGES
5675855,567585500018,5  RUE,44160,PONTCHATEAU
5675863,567586300012,5  RUE,44160,PONTCHATEAU
5675871,567587100015,5  RUE,44160,PONTCHATEAU
5675897,567589700010,5  RUE,44160,PONTCHATEAU
5675921,567592100026,6  RUE,44360,SAINT-ETIENNE-DE-MONTLUC
5675947,567594700013,  RUE,44600,SAINT-NAZAIRE
5675996,567599600010,94  AV,44600,SAINT-NAZAIRE
5676002,567600200016,  LD,44460,SAINT-NICOLAS-DE-REDON
5676010,567601000019,  AV,44500,LA BAULE-ESCOUBLAC
5676093,567609300015,89  RUE,44600,SAINT-NAZAIRE
5676101,567610100016,  BD,44160,PONTCHATEAU
5676119,567611900018,  AV,44500,LA BAULE-ESCOUBLAC
5676168,567616800015,59  RUE,44720,SAINT-JOACHIM
5676234,567623400015,  AV,44500,LA BAULE-ESCOUBLAC
5676259,567625900012,  ,44130,BLAIN
5676333,567633300031,  ,44600,SAINT-NAZAIRE
5676358,567635800012,  ,44460,AVESSAC
5676432,567643200015,31  ,44600,SAINT-NAZAIRE
5676473,567647300019,47 B AV,44380,PORNICHET
5680061,568006100016,  RUE,44600,SAINT-NAZAIRE
5680087,568008700011,  AV,44500,LA BAULE-ESCOUBLAC
5680111,568011100019,  AV,44500,LA BAULE-ESCOUBLAC
5680145,568014500017,73  RUE,44550,MONTOIR-DE-BRETAGNE
5680152,568015200013,  RUE,44600,SAINT-NAZAIRE
5680236,568023600014,10  AV,44600,SAINT-NAZAIRE
5680244,568024400018,2  AV,44500,LA BAULE-ESCOUBLAC
5680335,568033500014,33  RUE,44550,MONTOIR-DE-BRETAGNE
5680376,568037600026,  RUE,44350,GUERANDE
5680376,568037600034,  AV,83210,SOLLIES-PONT
5680384,568038400012,9  PL,44490,LE CROISIC
5680392,568039200015,  RUE,44600,SAINT-NAZAIRE
5680400,568040000024,7  AV,44380,PORNICHET
5680467,568046700023,32  RUE,75007,PARIS 7
5680491,568049100023,10  AV,44500,LA BAULE-ESCOUBLAC
5680509,568050900014,  RUE,44220,COUERON
5680541,568054100025,  ,44350,GUERANDE
5680541,568054100033,9  RUE,44800,SAINT-HERBLAIN
5680566,568056600014,  LD,44460,SAINT-NICOLAS-DE-REDON
5680582,568058200011,14  RUE,44290,GUEMENE-PENFAO
5680624,568062400029,49  BD,44600,SAINT-NAZAIRE
5680632,568063200022,  AV,44380,PORNICHET
5710058,571005800016,162  CHS,80100,ABBEVILLE
5710066,571006600027,56  RUE,80580,PONT-REMY
5710082,571008200016,20  RUE,80550,LE CROTOY
5710256,571025600016,154  RTE,80100,ABBEVILLE
5710264,571026400010,  RUE,80210,FEUQUIERES-EN-VIMEU
5710306,571030600019,  ,80220,BUIGNY-LES-GAMACHES
5710314,571031400013,  RUE,80210,AIGNEVILLE
5710348,571034800011,  ,80510,LONGPRE-LES-CORPS-SAINTS
5710371,571037100013,23  RUE,80132,CAOURS
5710405,571040500019,  RUE,80150,GUESCHART
5710439,571043900018,  RUE,80150,CRECY-EN-PONTHIEU
5710520,571052000015,  CITE,80510,LONGPRE-LES-CORPS-SAINTS
5710538,571053800017,24  RUE,80100,ABBEVILLE
5710595,571059500017,  RUE,80210,CHEPY
5710660,571066000019,  RTE,80220,BOUVAINCOURT-SUR-BRESLE
5710694,571069400018,4  RUE,80210,FEUQUIERES-EN-VIMEU
5710736,571073600017,185  CHS,80100,ABBEVILLE
5710744,571074400011,  HAM,80120,QUEND
5710793,571079300018,  ,80140,RAMBURES
5710843,571084300011,2  RUE,80570,DARGNIES
5710967,571096700018,  ,80690,GORENFLOS
5711106,571110600012,  ,80970,SAILLY-FLIBEAUCOURT
5711155,571115500019,  ,80770,BEAUCHAMPS
5711197,571119700011,31  AV,80100,ABBEVILLE
5711221,571122100019,4  RUE,80550,LE CROTOY
5711379,571137900015,11  RUE,80550,LE CROTOY
5711445,571144500014,8  RUE,80100,ABBEVILLE
5711551,571155100019,93  PL,80210,CHEPY
5711585,571158500017,  PL,80100,ABBEVILLE
5711684,571168400018,  RUE,80220,MAISNIERES
5711726,571172600017,  ,80132,CAHON
5711742,571174200014,  CHS,80100,ABBEVILLE
5711759,571175900018,134  RUE,80100,ABBEVILLE
5711767,571176700011,  AV,80120,FORT-MAHON-PLAGE
5711833,571183300011,  ,80270,WIRY-AU-MONT
5711874,571187400015,54  RUE,80100,ABBEVILLE
5711882,571188200018,9  RUE,80100,ABBEVILLE
5712062,571206200016,8  RUE,80150,CRECY-EN-PONTHIEU
5712211,571221100019,  ,80120,FORT-MAHON-PLAGE
5712252,571225200013,16  RTE,80132,LE TITRE
5712260,571226000016,29  RUE,80490,HALLENCOURT
5712633,571263300014,  ,80140,LE TRANSLAY
5712658,571265800029,61  RUE,80490,HALLENCOURT
5712732,571273200014,  RUE,80220,GAMACHES
5712880,571288000011,  HAM,80150,DOMPIERRE-SUR-AUTHIE
5712898,571289800013,  RUE,80860,NOYELLES-SUR-MER
5713052,571305200024,  RUE,76260,EU
5713060,571306000019,  ,80220,BUIGNY-LES-GAMACHES
5713078,571307800011,  ,80220,BUIGNY-LES-GAMACHES
5713128,571312800014,61  RUE,80550,LE CROTOY
5713185,571318500014,  ,80120,QUEND
5713235,571323500017,  ,80120,VILLERS-SUR-AUTHIE
5713276,571327600011,  ,80150,DOMPIERRE-SUR-AUTHIE
5713466,571346600018,13  CHS,80100,ABBEVILLE
5713508,571350800017,  PL,80100,ABBEVILLE
5713532,571353200017,  RUE,80150,LAMOTTE-BULEUX
5713557,571355700014,30  RUE,80100,ABBEVILLE
5713573,571357300011,  RUE,80270,ALLERY
5713722,571372200014,  PL,80100,ABBEVILLE
5713797,571379700016,  ,80132,CAOURS
5713854,571385400015,  RUE,80100,ABBEVILLE
5713904,571390400018,  RUE,80150,YVRENCH
5714050,571405000019,  ,80150,ESTREES-LES-CRECY
5714142,571414200014,  RUE,80132,BUIGNY L'ABBE
5714167,571416700011,  ,80580,LIERCOURT
5714191,571419100011,  AV,80120,FORT-MAHON-PLAGE
5714209,571420900011,706  RUE,80120,FORT-MAHON-PLAGE
5714217,571421700014,  HAM,80120,QUEND
5714233,571423300011,  ,80120,ARGOULES
5714241,571424100022,2  ,80132,MAREUIL-CAUBERT
5714290,571429000011,  RUE,80120,FORT-MAHON-PLAGE
5714423,571442300018,  ,80150,GUESCHART
5720057,572005700016,  BD,80100,ABBEVILLE
5720065,572006500019,15  RUE,80100,ABBEVILLE
5720073,572007300013,  ,80370,DOMLEGER-LONGVILLERS
5720099,572009900018,3  AV,80100,ABBEVILLE
5720164,572016400028,236  RTE,80100,ABBEVILLE
5720180,572018000016,54  RUE,80100,ABBEVILLE
5720206,572020600019,340  CHS,80210,FEUQUIERES-EN-VIMEU
5720222,572022200016,  RTE,80100,ABBEVILLE
5720222,572022200024,13  BD,80100,ABBEVILLE
5720230,572023000019,  ,80270,ALLERY
5720255,572025500016,  RUE,80550,LE CROTOY
5720271,572027100013,  AV,80120,FORT-MAHON-PLAGE
5720313,572031300013,  ,80120,SAINT-QUENTIN-EN-TOURMONT
5720313,572031300021,9  RUE,80120,SAINT-QUENTIN-EN-TOURMONT
5720313,572031300039,6  RUE,80120,SAINT-QUENTIN-EN-TOURMONT
5720354,572035400017,  RUE,80210,FEUQUIERES-EN-VIMEU
5720362,572036200010,22  CHE,30126,TAVEL
5720362,572036200044,8  PL,80100,ABBEVILLE
5720362,572036200051,22  CHE,30126,TAVEL
5720388,572038800015,  CHS,80100,ABBEVILLE
5720412,572041200021,84  RUE,80550,LE CROTOY
5720537,572053700017,56  BD,80100,ABBEVILLE
5720537,572053700025,  RUE,80100,ABBEVILLE
5720552,572055200016,  CHE,80220,BOUTTENCOURT
5720552,572055200024,  ,76340,BLANGY-SUR-BRESLE
5720552,572055200032,  ,80220,BOUTTENCOURT
5720586,572058600014,10  AV,80120,QUEND
5720594,572059400026,78  BD,80100,ABBEVILLE
5720594,572059400034,92  BD,80100,ABBEVILLE
5720602,572060200019,44  RTE,80100,ABBEVILLE
5720602,572060200027,3  RUE,75008,PARIS 8
5720602,572060200035,204  RPT,92100,BOULOGNE-BILLANCOURT
5720602,572060200043,14  RUE,92110,CLICHY
5720610,572061000012,44  PL,80100,ABBEVILLE
5720636,572063600025,500  RUE,80000,AMIENS
5720644,572064400011,4  PL,80120,RUE
5720651,572065100032,  RUE,80100,ABBEVILLE
5720651,572065100040,10  RUE,69002,LYON 2EME
5720685,572068500014,26  RUE,80132,CAOURS
5720701,572070100019,294  RTE,80100,ABBEVILLE
5720727,572072700014,  ,80220,GAMACHES
5720750,572075000016,84  CHS,80100,ABBEVILLE
5720784,572078400015,24  RUE,80210,FEUQUIERES-EN-VIMEU
5720784,572078400031,  ,80210,FEUQUIERES-EN-VIMEU
5720784,572078400049,  RUE,80210,FEUQUIERES-EN-VIMEU
5720784,572078400056,79 B AV,93500,PANTIN
5720784,572078400064,97  RUE,80100,ABBEVILLE
5720784,572078400072,15  AV,13127,VITROLLES
5720784,572078400080,2  RUE,80100,ABBEVILLE
5720784,572078400098,7 B RUE,80100,ABBEVILLE
5720784,572078400106,52  RUE,80210,FEUQUIERES-EN-VIMEU
5720784,572078400114,15  RUE,75012,PARIS 12
5720784,572078400122,25  ,80130,BETHENCOURT-SUR-MER
5720784,572078400130,73  RUE,93290,TREMBLAY-EN-FRANCE
5720784,572078400148,1  IMP,93290,TREMBLAY-EN-FRANCE
5720784,572078400155,7  RUE,80100,ABBEVILLE
5720784,572078400163,13  RUE,77460,SOUPPES-SUR-LOING
5720826,572082600014,  RUE,80100,ABBEVILLE
5720834,572083400018,  RUE,80100,ABBEVILLE
5740022,574002200016,2  RUE,04000,DIGNE-LES-BAINS
5740063,574006300010,246  AV,04200,SISTERON
5740071,574007100013,  QUAI,04320,ENTREVAUX
5740253,574025300017,  ,04400,UVERNET-FOURS
5740311,574031100021,19  BD,04190,LES MEES
5740345,574034500011,  ,04240,BRAUX
5740444,574044400012,12  RUE,04400,BARCELONNETTE
5740451,574045100017,  RUE,04000,DIGNE-LES-BAINS
5740477,574047700012,  ,04200,NOYERS-SUR-JABRON
5740501,574050100027,  ,04260,ALLOS
5740501,574050100043,  ,04170,THORAME-BASSE
5740543,574054300011,  ,04330,BARREME
5740568,574056800034,79  BD,04000,DIGNE-LES-BAINS
5740576,574057600011,41  RUE,04000,DIGNE-LES-BAINS
5740584,574058400015,  ,04530,LARCHE
5740626,574062600014,  ,04330,CHAUDON-NORANTE
5740659,574065900015,  ,04530,LA CONDAMINE-CHATELARD
5740857,574085700023,  ,04700,LA BRILLANNE
5740865,574086500018,  ,04380,THOARD
5740956,574095600015,  ,04240,ANNOT
5740972,574097200020,25  BD,04000,DIGNE-LES-BAINS
5740972,574097200038,  ,04000,DIGNE-LES-BAINS
5740980,574098000023,  ,04000,DIGNE-LES-BAINS
5741012,574101200016,  ,04160,L'ESCALE
5741103,574110300013,  ,04000,DIGNE-LES-BAINS
5741137,574113700011,  ,04500,RIEZ
5741343,574134300015,  LD,04200,SISTERON
5741400,574140000013,14  RUE,04000,DIGNE-LES-BAINS
5741509,574150900011,  ,04270,BRAS D'ASSE
5741517,574151700014,  ,04210,BRUNET
5741525,574152500017,  RUE,04700,ORAISON
5741533,574153300011,  ALL,04700,ORAISON
5741541,574154100014,  ,04530,SAINT-PAUL-SUR-UBAYE
5741541,574154100022,  ,04850,JAUSIERS
5741566,574156600011,  QUAI,04140,SEYNE
5741749,574174900013,  PL,04200,SISTERON
5741814,574181400015,  ,04120,ROUGON
5741830,574183000011,8  AV,04000,DIGNE-LES-BAINS
5741897,574189700010,  ,04530,LA CONDAMINE-CHATELARD
5741921,574192100018,  PL,04000,DIGNE-LES-BAINS
5741954,574195400019,  ,04200,SISTERON
5741962,574196200012,  ,04800,GREOUX-LES-BAINS
5741970,574197000015,  ,04380,THOARD
5741988,574198800017,35  RUE,04400,BARCELONNETTE
5741996,574199600010,  ,04200,VAUMEILH
5742028,574202800011,  AV,04160,CHATEAU-ARNOUX-SAINT-AUBAN
5742028,574202800029,  ,04290,VOLONNE
5742036,574203600014,  LD,04200,SISTERON
5742093,574209300015,  RUE,04200,SISTERON
5742101,574210100016,  ,04340,LE LAUZET-UBAYE
5742176,574217600018,  PL,04200,SISTERON
