,siren,siret,adresse,postcode,city
341,5541982,554198200020,32.0+BD+GASSENDI,4000,DIGNE-LES-BAINS
342,5542113,554211300013,SAUZE,4400,ENCHASTRAYES
343,5542162,554216200010,,4340,MEOLANS-REVEL
344,5542212,554221200013,QUAI+LE SAUZE,4400,ENCHASTRAYES
345,5542261,554226100010,COL ST JEAN,4340,SAINT VINCENT LES FORTS
346,5542345,554234500011,RUE+DE LA MAIRIE,4190,LES MEES
347,5542394,554239400019,1.0+PL+PIED DE VILLE,4000,DIGNE-LES-BAINS
348,5542410,554241000013,RUE+SAUNERIE,4200,SISTERON
349,5550017,555001700015,AV+DE LA GARE,4200,SISTERON
350,5550025,555002500018,34.0+ALL+DES FONTAINIERS,4000,DIGNE-LES-BAINS
351,5550025,555002500026,RUE+FERDINAND DE LESSEPS,4000,DIGNE-LES-BAINS
352,5550058,555005800019,QUA+LES BONS ENFANTS,4200,PEIPIN
353,5550058,555005800027,155.0+ALL+DES PLATANES LES MILLES,13290,AIX-EN-PROVENCE
354,5550066,555006600012,QUAI+DU GAND,4200,SISTERON
355,5550082,555008200027,ZONE ARTISANALE,4120,CASTELLANE
356,5550082,555008200035,519.0+AV+ALLENDE SALVADOR,83300,DRAGUIGNAN
357,5550108,555010800012,PL+ARMES,4140,SEYNE
358,5550116,555011600023,Z I D UVERNET FOURS,4400,UVERNET-FOURS
359,5550124,555012400019,RTE+NATIONALE 96,4600,CHATEAU-ARNOUX-SAINT-AUBAN
360,5550157,555015700019,PL+TAMPINET,4000,DIGNE-LES-BAINS
361,5550207,555020700012,QU DE LA GARE GAUBERT,4000,DIGNE-LES-BAINS
362,5550231,555023100012,,4700,ORAISON
363,5550256,555025600019,,4210,VALENSOLE
364,5570122,557012200019,85.0+AV+DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
365,5570296,557029600011,26.0+RUE+PIERRE VERGNIAUD,44600,SAINT-NAZAIRE
366,5570338,557033800011,RUE+DE REDON,44130,BLAIN
367,5570361,557036100013,13.0+AV+ALBERT DE MUN,44600,SAINT-NAZAIRE
368,5570387,557038700018,RUE+D ANJOU,44600,SAINT-NAZAIRE
369,5570445,557044500014,5.0+AV+ROMANO,44500,LA BAULE-ESCOUBLAC
370,5570452,557045200010,RUE+DU PORT,44600,SAINT-NAZAIRE
371,5570569,557056900011,37.0+RUE+DU GAL DE GAULLE,44290,GUEMENE-PENFAO
372,5570593,557059300011,BOURG,44750,CAMPBON
373,5570601,557060100012,LD+LE DRESNY,44630,PLESSE
374,5570650,557065000027,31.0+BD+LEON GAMBETTA,44600,SAINT-NAZAIRE
375,5570718,557071800014,AV+MARECHAL JOFFRE,44500,LA BAULE-ESCOUBLAC
376,5570783,557078300018,142.0+AV+DE MAZY,44380,PORNICHET
377,5570882,557088200026,13.0+RUE+DE LA GARE,44740,BATZ-SUR-MER
378,5570916,557091600022,AV+ALBERT DE MUN,44600,SAINT-NAZAIRE
379,5570957,557095700018,BOURG,44750,CAMPBON
380,5571104,557110400016,LA MADELEINE,44350,GUERANDE
381,5571187,557118700011,1.0+RUE+DU PORT,44420,LA TURBALLE
382,5571195,557119500022,RUE+DE LA POSTE,44290,GUEMENE-PENFAO
383,5571344,557134400018,CITE+DE LA CHABOSSIERE,44220,COUERON
384,5571385,557138500011,AV+DES IBIS,44500,LA BAULE-ESCOUBLAC
385,5571435,557143500014,RUE+RENE LAENNEC,44480,DONGES
386,5571450,557145000013,27.0+RTE+DE NOZAY,44130,BLAIN
387,5571534,557153400014,PL+SIMON,44290,GUEMENE-PENFAO
388,5571559,557155900011,175.0+RUE+DE PORNICHET,44600,SAINT-NAZAIRE
389,5571591,557159100014,RUE+AUGUSTE BAPTISTE LECHAT,44600,SAINT-NAZAIRE
390,5571641,557164100017,LD+LA FOLAINE,44360,CORDEMAIS
391,5571674,557167400018,BOURG,44290,PIERRIC
392,5571682,557168200011,24.0+RUE+DE NANTES,44260,SAVENAY
393,5571708,557170800014,2.0+RUE+SAINT MICHEL,44350,GUERANDE
394,5571716,557171600017,PL+SIMON,44290,GUEMENE-PENFAO
395,5571781,557178100011,98.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
396,5571799,557179900013,BOURG,44360,VIGNEUX-DE-BRETAGNE
397,5571807,557180700014,1.0+AV+DU VICE AMIRAL HALGAN,44480,DONGES
398,5571823,557182300011,RUE+DE LA FORET,44130,BLAIN
399,5571831,557183100014,BOURG,44160,SAINTE-ANNE-SUR-BRIVET
400,5571880,557188000011,10.0+RUE+DU GENERAL LECLERC,44510,LE POULIGUEN
401,5571930,557193000014,2.0+PL+SAINTE ANNE,44350,GUERANDE
402,5571955,557195500011,6.0+RUE+DE VERDUN,44160,PONTCHATEAU
403,5571971,557197100018,LD+BESLON,44350,GUERANDE
404,5572029,557202900014,11.0+RUE+DE BARDOUX,44130,BOUVRON
405,5572037,557203700017,RUE+JULES VERNE,44600,SAINT-NAZAIRE
406,5572086,557208600014,LD+CRX LOURMEL,44460,FEGREAC
407,5572102,557210200019,4.0+Q HERVE RIELLE,44490,LE CROISIC
408,5572110,557211000012,15.0+AV+DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
409,5572185,557218500014,BD+DE LA LIBERATION,44220,COUERON
410,5572193,557219300018,RUE+DU CHATEAU,44130,BLAIN
411,5572235,557223500017,2.0+RUE+DES CORDIERS,44490,LE CROISIC
412,5572268,557226800018,RUE+MARCEL SEMBAT,44600,SAINT-NAZAIRE
413,5572326,557232600014,19.0+RUE+JOLIOT CURIE,44720,SAINT-JOACHIM
414,5572490,557249000018,107.0+RTE+DE VANNES,44160,PONTCHATEAU
415,5572607,557260700025,17.0+RUE+JOLIOT CURIE,44720,SAINT-JOACHIM
416,5572615,557261500010,LD+LA GUESNE,44480,DONGES
417,5572680,557268000014,AV+DES TILLEULS,44500,LA BAULE-ESCOUBLAC
418,5572706,557270600017,57.0+AV+ALBERT DE MUN,44600,SAINT-NAZAIRE
419,5572714,557271400011,8.0+BD+DE LA MER,44740,BATZ-SUR-MER
420,5572789,557278900013,LD+LA MEULE,44290,MASSERAC
421,5572920,557292000014,AV+HENRI,44380,PORNICHET
422,5573035,557303500010,LE GUESNY,44350,GUERANDE
423,5573100,557310000012,ST ROCH,44160,PONTCHATEAU
424,5573183,557318300018,4.0+QUAI+DE VERDUN,44420,PIRIAC-SUR-MER
425,5573373,557337300015,23.0+BD+DE LA RENAISSANCE,44600,SAINT-NAZAIRE
426,5573415,557341500014,1.0+RUE+DU RUA,44410,LA CHAPELLE-DES-MARAIS
427,5573522,557352200017,10.0+PL+JEAN GUIHARD,44130,BLAIN
428,5573720,557372000017,LD+POMPAS,44410,HERBIGNAC
429,5573761,557376100011,AV+DU GENERAL DE GAULLE,44380,PORNICHET
430,5573779,557377900013,BD+DE LA LIBERATION,44220,COUERON
431,5573811,557381100014,LD+ST SEBASTIEN,44380,PORNICHET
432,5573878,557387800013,RUE+SAINT MICHEL,44350,GUERANDE
433,5573969,557396900010,LD+LA STATION,44530,SEVERAC
434,5574017,557401700017,1.0+RUE+CHARLES BRUNELIERE,44570,TRIGNAC
435,5574025,557402500010,BOURG,44460,FEGREAC
436,5574058,557405800029,LA VILLE HEULIN,44600,SAINT-NAZAIRE
437,5574132,557413200014,26.0+AV+DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
438,5574173,557417300018,RUE+DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE
439,5574249,557424900024,PL+DE LA GARE,44480,DONGES
440,5574389,557438900010,AV+DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
441,5574405,557440500014,AV+LOUIS LAJARRIGE,44500,LA BAULE-ESCOUBLAC
442,5574454,557445400012,LES COTTAGES,44160,PONTCHATEAU
443,5574488,557448800010,RUE+PRINCIPALE,44130,LE GAVRE
444,5574546,557454600015,RUE+DE TOUTES AIDES,44600,SAINT-NAZAIRE
445,5574678,557467800016,10.0+RUE+MAURICE SAMBRON,44160,PONTCHATEAU
446,5574736,557473600012,LD+LE POTEAU VERT,44460,SAINT-NICOLAS-DE-REDON
447,5574793,557479300013,6.0+RUE+DE LA VILLE HALLUARD,44600,SAINT-NAZAIRE
448,5574942,557494200016,RUE+SAINT MICHEL,44350,GUERANDE
449,5574975,557497500016,AV+DE SAINT SEBASTIEN,44380,PORNICHET
450,5575170,557517000013,LD+LE PONT D ARMES,44410,ASSERAC
451,5575188,557518800015,SAINT EMILIEN,44130,BLAIN
452,5575246,557524600011,21.0+RUE+DE L EGLISE,44260,SAVENAY
453,5575360,557536000010,AV+DE JOYEUSE RD192,44500,LA BAULE-ESCOUBLAC
454,5575386,557538600015,BD+VICTOR HUGO,44600,SAINT-NAZAIRE
455,5575485,557548500015,LD+QUIMIAC,44420,MESQUER
456,5575485,557548500023,BD+DE L'OCEC,44420,MESQUER
457,5575501,557550100019,59.0+RUE+JEAN JAURES,44220,COUERON
458,5575535,557553500017,RUE+DE LA PAIX,44360,SAINT-ETIENNE-DE-MONTLUC
459,5575543,557554300011,BD+HENNECART,44500,LA BAULE-ESCOUBLAC
460,5575741,557574100011,BOURG,44530,GUENROUET
461,5575832,557583200018,AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
462,5575899,557589900017,AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
463,5575907,557590700018,BOURG,44750,QUILLY
464,5576053,557605300010,11.0+RUE+GABRIEL PERI,44600,SAINT-NAZAIRE
465,5576145,557614500014,36.0+RUE+RENE GUILLOUZO,44600,SAINT-NAZAIRE
466,5576160,557616000013,36.0+AV+DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE
467,5576178,557617800015,AV+JULES VERNE,44500,LA BAULE-ESCOUBLAC
468,5576186,557618600018,2.0+RUE+DU CLOS DU BOIS,44160,PONTCHATEAU
469,5576194,557619400012,BOURG,44117,SAINT-ANDRE-DES-EAUX
470,5576210,557621000016,RUE+DE LA MARNE,44220,COUERON
471,5576236,557623600011,22.0+RUE+SAINT MARTIN,44480,DONGES
472,5576244,557624400015,LD+LE GOUX,44260,MALVILLE
473,5576319,557631900015,AV+DE PENHOET,44600,SAINT-NAZAIRE
474,5576343,557634300015,PL+JEAN GUIHARD,44130,BLAIN
475,5576376,557637600015,24.0+ESP+FRANCOIS ANDRE,44500,LA BAULE-ESCOUBLAC
476,5576699,557669900010,AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
477,5576798,557679800010,78.0+RUE+JEAN JAURES,44600,SAINT-NAZAIRE
478,5576814,557681400015,14.0+AV+DU VICE AMIRAL HALGAN,44480,DONGES
479,5576889,557688900017,2.0+BD+ALBERT 1ER,44600,SAINT-NAZAIRE
480,5576913,557691300015,PL+DU CHAMP DE MARS,44220,COUERON
481,5576962,557696200012,19.0+RUE+DE NANTES,44360,LE TEMPLE-DE-BRETAGNE
482,5577028,557702800011,BOURG,44130,FAY-DE-BRETAGNE
483,5577051,557705100021,14.0+BD+OCEANIDES,44380,PORNICHET
484,5577119,557711900018,L ENFER NEUF,44550,MONTOIR-DE-BRETAGNE
485,5577143,557714300018,AV+DES IBIS,44500,LA BAULE-ESCOUBLAC
486,5577168,557716800015,61.0+AV+ALBERT DE MUN,44600,SAINT-NAZAIRE
487,5577200,557720000016,108.0+RUE+JOLIOT CURIE,44720,SAINT-JOACHIM
488,5577325,557732500029,32.0+RUE+SAINT MICHEL,44350,GUERANDE
489,5580055,558005500019,8.0+RUE+DELESTAGE,44510,LE POULIGUEN
490,5580071,558007100016,88.0+AV+ALBERT DE MUN,44600,SAINT-NAZAIRE
491,5580113,558011300032,30.0+AV+LEON BLUM,44600,SAINT-NAZAIRE
492,5580113,558011300040,13.0+AV+BARBARA,44570,TRIGNAC
493,5580121,558012100019,101.0+QUAI+DES FREGATES,44600,SAINT-NAZAIRE
494,5580121,558012100035,2.0+RUE+VICTOR FENOUX,29200,BREST
495,5580121,558012100043,BD+STALINGRAD,76120,LE GRAND-QUEVILLY
496,5580121,558012100068,RUE+EDOUARD LAVOINE,76200,DIEPPE
497,5580121,558012100100,15.0+BD+DE L AMIRAL BRUIX,75116,PARIS 16
498,5580121,558012100126,RUE+BELLOT,76600,LE HAVRE
499,5580121,558012100134,RTE+DES DOCKS FLOTTANTS,59140,DUNKERQUE
500,5580147,558014700030,RUE+RENE GUY CADOU,44600,SAINT-NAZAIRE
501,5580154,558015400036,10.0+RUE+DES USINES,44100,NANTES
502,5580204,558020400013,LA ROCHE,44360,SAINT-ETIENNE-DE-MONTLUC
503,5580212,558021200016,32.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
504,5580238,558023800011,AV+DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
505,5580261,558026100013,9.0+RUE+MAURICE SAMBRON,44160,PONTCHATEAU
506,5580295,558029500011,33.0+AV+DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
507,5580329,558032900018,AV+DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE
508,5580345,558034500022,40.0+BD+DE SAINT NAZAIRE,44380,PORNICHET
509,5580345,558034500030,10.0+RUE+ANDERS CELSIUS,44600,SAINT-NAZAIRE
510,5580436,558043600011,BD+DES APPRENTIS,44600,SAINT-NAZAIRE
511,5580436,558043600052,94.0+BD+FLANDRIN,75116,PARIS 16
512,5580436,558043600060,RUE+SAINT FIACRE,85640,MOUCHAMPS
513,5580469,558046900038,47.0+RUE+DE L'UNIVERSITE,75007,PARIS 7
514,5580501,558050100012,QUAI+DU COMMERCE,44600,SAINT-NAZAIRE
515,5580501,558050100020,262.0+BD+SAINT GERMAIN,75007,PARIS 7
516,5580501,558050100038,56.0+BD+DU DOYENNE,49100,ANGERS
517,5580501,558050100046,93.0+BD+MALESHERBES,75008,PARIS 8
518,5580527,558052700017,RTE+DE NANTES,44160,PONTCHATEAU
519,5580600,558060000012,84.0+RUE+DU CDT GUSTAVE GATE,44600,SAINT-NAZAIRE
520,5580618,558061800022,BREHADOUR,44350,GUERANDE
521,5580618,558061800030,52.0+RUE+D ANJOU,44600,SAINT-NAZAIRE
522,5580642,558064200014,LE CALVAIRE,44160,PONTCHATEAU
523,5580683,558068300018,3.0+AV+SAINT SAENS,44500,LA BAULE-ESCOUBLAC
524,5580683,558068300026,139.0+RUE+PAUL VAILLANT COUTURIER,92240,MALAKOFF
525,5580766,558076600011,RUE+JEAN GUTENBERG,44600,SAINT-NAZAIRE
526,5580782,558078200018,31.0+PL+DE L HOTEL DE VILLE,44260,SAVENAY
527,5580824,558082400018,RUE+LA CROIX AMISSE,44600,SAINT-NAZAIRE
528,5610043,561004300019,,80370,HIERMONT
529,5610142,561014200019,,80210,CHEPY
530,5610175,561017500019,,80135,SAINT-RIQUIER
531,5610324,561032400013,RUE+DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU
532,5610399,561039900015,32.0+RUE+DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU
533,5610423,561042300013,,80150,BOUFFLERS
534,5610746,561074600017,PAS+DES ORMES,80550,LE CROTOY
535,5610761,561076100016,PL+MAX LEJEUNE,80100,ABBEVILLE
536,5610886,561088600011,39.0+CHS+MARCADE,80100,ABBEVILLE
537,5610928,561092800011,,80270,ALLERY
538,5610936,561093600014,,80270,ALLERY
539,5610993,561099300023,20.0+RUE+JEAN DE PONTHIEU,80100,ABBEVILLE
540,5611009,561100900019,16.0+PL+DU GENERAL LECLERC,80220,GAMACHES
541,5611025,561102500015,8.0+RUE+DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU
542,5611066,561106600019,34.0+RUE+DE NORMANDIE,80220,GAMACHES
543,5611074,561107400013,88.0+FG+SUR SOMME,80100,ABBEVILLE
544,5611215,561121500012,39.0+RUE+DU GENERAL DE GAULLE,80135,SAINT-RIQUIER
545,5611223,561122300016,CHE+BARRE DE LA MER,80550,LE CROTOY
546,5611389,561138900015,,80120,FORT-MAHON-PLAGE
547,5611462,561146200010,,80150,MAISON-PONTHIEU
548,5611744,561174400011,2.0+AV+DU CHATEAU D EAU,80550,LE CROTOY
549,5611751,561175100016,67.0+RUE+DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU
550,5611827,561182700014,19.0+RUE+DE LA VALLEE,80132,CAHON
551,5611926,561192600014,17.0+RUE+DE L ABREUVOIR,80100,ABBEVILLE
552,5612056,561205600019,28.0+RUE+MARECHAL FOCH,80100,ABBEVILLE
553,5612106,561210600020,1.0+RUE+DES PATISSIERS,80510,LONGPRE-LES-CORPS-SAINTS
554,5612114,561211400016,RUE+DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU
555,5612130,561213000012,48.0+RUE+SAINT GILLES,80100,ABBEVILLE
556,5612288,561228800018,42.0+AV+DE LA PLAGE,80120,FORT-MAHON-PLAGE
557,5612296,561229600011,10.0+RUE+CORNEHOTTE,80570,DARGNIES
558,5612312,561231200016,8.0+PL+MAX LEJEUNE,80100,ABBEVILLE
559,5612353,561235300010,32.0+RUE+DE LA BARRIERE,80120,RUE
560,5612478,561247800015,,80570,DARGNIES
561,5612502,561250200012,14.0+RUE+SAINT VULFRAN,80100,ABBEVILLE
562,5612577,561257700014,RUE+DU MARAIS,80120,QUEND
563,5612676,561267600014,,80220,GAMACHES
564,5612700,561270000012,,80132,CAHON
565,5612718,561271800014,1.0+RUE+PILLEVERGUE,80220,BOUTTENCOURT
566,5612734,561273400011,RTE+D ABBEVILLE,80220,BOUTTENCOURT
567,5620026,562002600012,RUE+D AIRAINES,80510,LONGPRE-LES-CORPS-SAINTS
568,5620034,562003400016,4.0+BD+DE LA REPUBLIQUE,80100,ABBEVILLE
569,5620034,562003400024,LOUIS DELAPORTE,76370,ROUXMESNIL-BOUTEILLES
570,5620059,562005900013,RUE+DE MENCHECOURT,80100,ABBEVILLE
571,5620083,562008300013,49.0+RUE+DE NORMANDIE,80220,GAMACHES
572,5620091,562009100016,RTE+NATIONALE,80132,HAUTVILLERS-OUVILLE
573,5620109,562010900016,RTE+D ANCENNES,80220,BOUTTENCOURT
574,5620117,562011700019,12.0+RUE+DE LA TANNERIE,80100,ABBEVILLE
575,5620117,562011700027,17.0+RUE+DE METZ,80000,AMIENS
576,5620158,562015800013,46.0+AV+HENRI RENARD,80120,QUEND
577,5620174,562017400010,RUE+DU MOULIN,80132,CAHON
578,5620174,562017400028,27.0+RTE+DE CHAUNY,80400,HAM
579,5620174,562017400036,22.0+RUE+DE LA VALLEE,80132,CAHON
580,5620190,562019000024,21.0+RUE+GONTIER PATIN,80100,ABBEVILLE
581,5620190,562019000032,4.0+PL+DU PILORI,80100,ABBEVILLE
582,5620190,562019000040,RUE+VENTOSE,80100,ABBEVILLE
583,5620190,562019000057,SAINTE CROIX,76470,LE TREPORT
584,5620190,562019000065,RTE+DES DEUX VALLEES,80100,ABBEVILLE
585,5620265,562026500016,CHE+DU HALAGE,80100,ABBEVILLE
586,5620281,562028100013,RUE+DES MINIMES,80100,ABBEVILLE
587,5620307,562030700016,,80570,EMBREVILLE
588,5620315,562031500035,37.0+RUE+DES MATHURINS,75008,PARIS 8
589,5620349,562034900018,RUE+PADOS,80100,ABBEVILLE
590,5620364,562036400017,5.0+RUE+EDOUARD VAILLANT,80210,FEUQUIERES-EN-VIMEU
591,5620380,562038000013,,80270,ALLERY
592,5620422,562042200013,13.0+RUE+DU PONT DE BOULOGNE,80100,ABBEVILLE
593,5620422,562042200021,,80620,DOMQUEUR
594,5620422,562042200039,RTE+DE NOYELLES,80132,GRAND-LAVIERS
595,5620422,562042200047,RUE+DE LA LIBERATION,80270,AIRAINES
596,5620422,562042200054,ZAC DU GROS JACQUES,80880,ST-QUENTIN-LA-MOTTE-CROIX-BAILLY
597,5640057,564005700013,2.0+AV+DE PARC,4160,CHATEAU-ARNOUX-SAINT-AUBAN
598,5640065,564006500016,QUAI+DE LA BEAUME,4200,SISTERON
599,5640172,564017200010,AV+DE VERDUN,4000,DIGNE-LES-BAINS
600,5640214,564021400010,RUE+CAPITOUL,4000,DIGNE-LES-BAINS
601,5640255,564025500013,PL+DU TIVOLI,4200,SISTERON
602,5640313,564031300010,,4370,COLMARS
603,5640354,564035400014,,4170,SAINT-ANDRE-LES-ALPES
604,5640388,564038800012,RUE+DE PROVENCE,4200,SISTERON
605,5640404,564040400017,,4850,JAUSIERS
606,5640412,564041200010,,4500,RIEZ
607,5640420,564042000013,LA GARE DE SAINT AUBAN,4600,CHATEAU-ARNOUX-SAINT-AUBAN
608,5640446,564044600018,56.0+BD+GASSENDI,4000,DIGNE-LES-BAINS
609,5640511,564051100019,RUE+VICTORIN MAUREL,4160,CHATEAU-ARNOUX-SAINT-AUBAN
610,5640545,564054500017,R JULES FERRY,4210,VALENSOLE
611,5640586,564058600011,,4530,LARCHE
612,5640594,564059400015,FONT ROBERT,4160,CHATEAU-ARNOUX-SAINT-AUBAN
613,5640602,564060200024,LE VILLAGE,4530,SAINT-PAUL-SUR-UBAYE
614,5640602,564060200032,ESF DU SAUZE,4400,ENCHASTRAYES
615,5640669,564066900015,,4200,SISTERON
616,5640685,564068500011,FONT ROBERT,4160,CHATEAU-ARNOUX-SAINT-AUBAN
617,5640768,564076800015,,4160,CHATEAU-ARNOUX-SAINT-AUBAN
618,5640776,564077600018,ALL+L MASSE,4700,ORAISON
619,5640784,564078400012,RUE+GRANDE,4210,VALENSOLE
620,5640800,564080000016,,4340,LE LAUZET-UBAYE
621,5640883,564088300020,3.0+GRANDE RUE,4140,SEYNE
622,5640891,564089100015,RUE+PRINCIPALE,4850,JAUSIERS
623,5640974,564097400019,,4340,UBAYE-SERRE-PONCON
624,5640990,564099000015,RTE+NATIONALE,4800,GREOUX-LES-BAINS
625,5640990,564099000023,46.0+AV+DES ALPES,4800,GREOUX-LES-BAINS
626,5641055,564105500016,,4120,CASTELLANE
627,5641063,564106300010,2.0+PL+MARCEL SAUVAIRE,4120,CASTELLANE
628,5641097,564109700018,,4190,LES MEES
629,5641139,564113900018,13.0+RUE+E DONNADIEU,4400,BARCELONNETTE
630,5641154,564115400025,LA CROISETTE,4400,BARCELONNETTE
631,5641188,564118800015,,4510,MALLEMOISSON
632,5641212,564121200013,41.0+BD+GASSENDI,4000,DIGNE-LES-BAINS
633,5641220,564122000016,BD+GASSENDI,4000,DIGNE-LES-BAINS
634,5641337,564133700018,RUE+DROITE,4200,SISTERON
635,5641428,564142800015,RUE+GRANDE,4800,GREOUX-LES-BAINS
636,5641618,564161800011,,4700,PUIMICHEL
637,5641634,564163400018,,4320,ENTREVAUX
638,5641717,564171700011,23.0+AV+DU MARECHAL JUIN,4000,DIGNE-LES-BAINS
639,5641725,564172500014,23.0+AV+DU MARECHAL JUIN,4000,DIGNE-LES-BAINS
640,5641741,564174100011,PL+DU DOCTEUR ITARD,4700,ORAISON
641,5641766,564176600018,,4530,LA CONDAMINE-CHATELARD
642,5641808,564180800018,LD+BONS ENFANTS,4200,PEIPIN
643,5641816,564181600011,,4340,MEOLANS-REVEL
644,5641824,564182400015,,4500,QUINSON
645,5641873,564187300012,BD+REPUBLIQUE,4190,LES MEES
646,5650031,565003100015,QUA+QUARTIER DE LA BEITE,4240,ANNOT
647,5650031,565003100023,493.0+AV+DE LA GARE,4240,ANNOT
648,5650056,565005600012,QUARTIER CHAMPARLAU,4200,PEIPIN
649,5650056,565005600038,QUAI+CHAMPARLAU,4200,PEIPIN
650,5650064,565006400016,RTE+DE GAP,4200,SISTERON
651,5650072,565007200019,PL+GENERAL DE GAULLE,4000,DIGNE-LES-BAINS
652,5650080,565008000012,QUAI+DES ARCHES,4000,DIGNE-LES-BAINS
653,5650098,565009800014,ZI SAINT-PONS,4400,BARCELONNETTE
654,5650106,565010600015,RUE+STE CLAIRE DEVILLE,4600,CHATEAU-ARNOUX-SAINT-AUBAN
655,5650122,565012200012,LD+FOUX,4260,ALLOS
656,5650130,565013000015,LES ARCADES,4200,SISTERON
657,5650148,565014800017,13.0+BD+VICTOR HUGO,4000,DIGNE-LES-BAINS
658,5650148,565014800025,2.0+RUE+JEU DE PAUME,4000,DIGNE-LES-BAINS
659,5650148,565014800033,2.0+RUE+DU DOCTEUR SIMON PIETRI,4000,DIGNE-LES-BAINS
660,5650189,565018900029,1.0+ALL+DES CHENES,4200,SISTERON
661,5650189,565018900037,5.0+ALL+DES GENETS,4200,SISTERON
662,5650189,565018900045,RTE+DE BARCELONNETTE,5000,GAP
663,5650189,565018900052,3.0+ALL+DES CHENES,4200,SISTERON
664,5650189,565018900060,11.0+ALL+DES ROMARINS,4200,SISTERON
665,5670062,567006200032,31.0+AV+DU GENERAL DE GAULLE,44380,PORNICHET
666,5670104,567010400016,PL+DE LA MAIRIE,44290,GUEMENE-PENFAO
667,5670112,567011200019,89.0+RUE+DE CERTE,44570,TRIGNAC
668,5670120,567012000012,PL+DU MARECHAL LECLERC,44380,PORNICHET
669,5670161,567016100016,62.0+RUE+JEAN JAURES,44600,SAINT-NAZAIRE
670,5670252,567025200013,AV+RENE COTY,44600,SAINT-NAZAIRE
