,siren,siret,adresse,postcode,city
671,5670278,567027800018,RUE+DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE
672,5670310,567031000019,57.0+CHE+DE BERT,44600,SAINT-NAZAIRE
673,5670468,567046800015,46.0+AV+ALBERT DE MUN,44600,SAINT-NAZAIRE
674,5670542,567054200017,16.0+RUE+DOLMEN,44780,MISSILLAC
675,5670617,567061700017,RUE+BAPTISTE MARCET,44570,TRIGNAC
676,5670773,567077300018,6.0+QUAI+SURCOUF,44130,BLAIN
677,5670872,567087200018,RUE+DE L ILE DU LIN,44600,SAINT-NAZAIRE
678,5670898,567089800013,15.0+RUE+HENRI BRISSON,44600,SAINT-NAZAIRE
679,5670922,567092200011,BOURG,44360,VIGNEUX-DE-BRETAGNE
680,5670948,567094800016,RUE+FERDINAND BUISSON,44600,SAINT-NAZAIRE
681,5671037,567103700017,23.0+AV+DU VICE AMIRAL HALGAN,44480,DONGES
682,5671052,567105200024,203.0+AV+MAL DE LATTRE DE TASSIGNY,44500,LA BAULE-ESCOUBLAC
683,5671102,567110200019,43.0+RUE+DE PENLYS,44410,LA CHAPELLE-DES-MARAIS
684,5671136,567113600025,27.0+RUE+DE ST ETIENNE DE MONTLUC,44260,SAVENAY
685,5671284,567128400015,RUE+ARISTIDE BRIAND,44600,SAINT-NAZAIRE
686,5671292,567129200018,RUE+SAINT MICHEL,44350,GUERANDE
687,5671334,567133400018,28.0+RUE+DE LA PAIX,44360,SAINT-ETIENNE-DE-MONTLUC
688,5671375,567137500011,89.0+AV+FRANCOIS MITTERRAND,44600,SAINT-NAZAIRE
689,5671375,567137500029,CITE+D HERBINS,44600,SAINT-NAZAIRE
690,5671375,567137500037,37.0+AV+VILLES CHEVISSENS,44380,PORNICHET
691,5671383,567138300015,89.0+AV+FRANCOIS MITTERRAND,44600,SAINT-NAZAIRE
692,5671383,567138300023,CITE+D HERBINS,44600,SAINT-NAZAIRE
693,5671383,567138300031,2.0+RUE+RENE CASSIN,44600,SAINT-NAZAIRE
694,5671425,567142500022,2.0+RUE+AUGUSTE PICCARD,44600,SAINT-NAZAIRE
695,5671466,567146600018,56.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
696,5671516,567151600010,PL+DE LA MAIRIE,44290,GUEMENE-PENFAO
697,5671532,567153200017,148.0+AV+DE MAZY,44380,PORNICHET
698,5671565,567156500017,1.0+PL+DE L EGLISE,44290,GUEMENE-PENFAO
699,5671581,567158100014,RUE+ALBERT THOMAS,44600,SAINT-NAZAIRE
700,5671722,567172200014,RTE+DE SAINT NAZAIRE,44160,BESNE
701,5671763,567176300018,LD+LA JAUNAIS,44170,MARSAC-SUR-DON
702,5671839,567183900024,40.0+BD+WINSTON CHURCHILL,44100,NANTES
703,5671847,567184700019,RUE+JEAN MACE,44600,SAINT-NAZAIRE
704,5671870,567187000011,17.0+FG+ST MICHEL,44350,GUERANDE
705,5671904,567190400026,RTE+DE MISSILLAC,44530,SAINT-GILDAS-DES-BOIS
706,5671953,567195300015,LD+N D DE GRACE,44530,GUENROUET
707,5672068,567206800011,2.0+RUE+JULES VERNE,44600,SAINT-NAZAIRE
708,5672175,567217500014,2.0+RUE+DE SAINT CYR,44410,HERBIGNAC
709,5672324,567232400018,36.0+AV+DE LA PAIX,44480,DONGES
710,5672340,567234000014,LD+LE DRESNY,44630,PLESSE
711,5672472,567247200015,RUE+JEAN JAURES,44550,MONTOIR-DE-BRETAGNE
712,5672605,567260500010,RUE+RENE LAENNEC,44480,DONGES
713,5672613,567261300014,LD+LE BOURG,44290,PIERRIC
714,5672621,567262100017,CHAMP CROULARD,44360,SAINT-ETIENNE-DE-MONTLUC
715,5672696,567269600019,BOURG,44360,CORDEMAIS
716,5672779,567277900013,PL+DE L EGLISE,44130,FAY-DE-BRETAGNE
717,5672886,567288600024,18.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
718,5672910,567291000014,AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
719,5673033,567303300022,104.0+CHE+DE PORCE,44600,SAINT-NAZAIRE
720,5673157,567315700011,Q SAINT PIERRE,44420,LA TURBALLE
721,5673165,567316500014,QUAI+SAINT PIERRE,44420,LA TURBALLE
722,5673173,567317300018,44.0+RUE+JEAN JAURES,44600,SAINT-NAZAIRE
723,5673207,567320700014,LD+LE GRAND MOMESSON,44130,BOUVRON
724,5673231,567323100014,Q SAINT PIERRE,44420,LA TURBALLE
725,5673280,567328000011,5.0+RUE+DE NANTES,44360,LE TEMPLE-DE-BRETAGNE
726,5673314,567331400018,RUE+DU MAINE,44600,SAINT-NAZAIRE
727,5673322,567332200011,Q SAINT PIERRE,44420,LA TURBALLE
728,5673348,567334800016,66.0+AV+DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
729,5673405,567340500014,PL+DE L EGLISE,44630,PLESSE
730,5673439,567343900013,BD+VICTOR HUGO,44600,SAINT-NAZAIRE
731,5673611,567361100025,1.0+RUE+DU REQUIERT,44490,LE CROISIC
732,5673678,567367800016,,44460,SAINT-NICOLAS-DE-REDON
733,5673710,567371000017,230.0+AV+MAL DE LATTRE DE TASSIGNY,44500,LA BAULE-ESCOUBLAC
734,5673751,567375100011,PL+DES QUATRE Z HORLOGES,44600,SAINT-NAZAIRE
735,5673801,567380100014,RUE+DE PORNICHET,44600,SAINT-NAZAIRE
736,5673884,567388400010,AV+HENRI BERTHO RN771,44500,LA BAULE-ESCOUBLAC
737,5673892,567389200013,19.0+PL+DINAN,44490,LE CROISIC
738,5673926,567392600027,29.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
739,5673983,567398300010,7.0+RUE+DU GENERAL LECLERC,44510,LE POULIGUEN
740,5673991,567399100013,RUE+DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE
741,5674031,567403100025,LD+KERCABELLEC,44420,MESQUER
742,5674064,567406400018,41.0+LD+LA TOUCHE BASSE,44260,LA CHAPELLE-LAUNAY
743,5674080,567408000014,RUE+DE TRIGNAC,44600,SAINT-NAZAIRE
744,5674130,567413000017,LD+LE DRESNY,44630,PLESSE
745,5674163,567416300018,LD+LE DRESNY,44630,PLESSE
746,5674254,567425400015,RUE+DE LA GARE,44530,SAINT-GILDAS-DES-BOIS
747,5674270,567427000045,7.0+RUE+DE BORDEAUX,44130,BOUVRON
748,5674320,567432000014,BD+EMILE ZOLA,44600,SAINT-NAZAIRE
749,5674338,567433800016,54.0+RUE+JEAN MACE,44600,SAINT-NAZAIRE
750,5674346,567434600019,LD+SAINT ARMEL,44460,FEGREAC
751,5674411,567441100011,57.0+BD+VICTOR HUGO,44600,SAINT-NAZAIRE
752,5674478,567447800010,6.0+RUE+DU BOIS,44510,LE POULIGUEN
753,5674502,567450200017,35.0+RUE+JEAN 23,44740,BATZ-SUR-MER
754,5674569,567456900016,RUE+DU GOLF,44740,BATZ-SUR-MER
755,5674593,567459300016,16.0+RUE+GRANDE RUE,44740,BATZ-SUR-MER
756,5674726,567472600012,53.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
757,5674817,567481700019,AV+MONCHICOURT,44500,LA BAULE-ESCOUBLAC
758,5674825,567482500012,65.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
759,5674841,567484100019,16.0+RUE+DES CHANTIERS,44600,SAINT-NAZAIRE
760,5674924,567492400021,9.0+RUE+DE L ISAU,44600,SAINT-NAZAIRE
761,5674965,567496500016,LD+SACRE COEUR,44410,LA CHAPELLE-DES-MARAIS
762,5675053,567505300010,RUE+DE CARDURAND,44600,SAINT-NAZAIRE
763,5675095,567509500011,117.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
764,5675111,567511100024,43.0+AV+DU MAL FRANCHET D ESPEREY,44500,LA BAULE-ESCOUBLAC
765,5675210,567521000016,PL+DE L EGLISE,44750,CAMPBON
766,5675228,567522800018,PL+DE L EGLISE,44750,CAMPBON
767,5675343,567534300015,,44410,SAINT-LYPHARD
768,5675350,567535000010,LD+LE RODOIR ARGENTAN,44410,HERBIGNAC
769,5675384,567538400019,AV+DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
770,5675400,567540000013,25.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
771,5675459,567545900019,7.0+RUE+NANTAISE,44160,PONTCHATEAU
772,5675483,567548300019,AV+PIERRE LOTI,44500,LA BAULE-ESCOUBLAC
773,5675624,567562400018,RUE+JEAN JAURES,44600,SAINT-NAZAIRE
774,5675715,567571500014,RTE+DE PLESSE,44460,AVESSAC
775,5675822,567582200018,PL+DE LA GARE,44480,DONGES
776,5675855,567585500018,5.0+RUE+STE CATHERINE,44160,PONTCHATEAU
777,5675863,567586300012,5.0+RUE+STE CATHERINE,44160,PONTCHATEAU
778,5675871,567587100015,5.0+RUE+STE CATHERINE,44160,PONTCHATEAU
779,5675897,567589700010,5.0+RUE+STE CATHERINE,44160,PONTCHATEAU
780,5675921,567592100026,6.0+RUE+FRANCOIS D ORVAULT,44360,SAINT-ETIENNE-DE-MONTLUC
781,5675947,567594700013,RUE+DE TRIGNAC,44600,SAINT-NAZAIRE
782,5675996,567599600010,94.0+AV+DU GENERAL DE GAULLE,44600,SAINT-NAZAIRE
783,5676002,567600200016,LD+TABAGO,44460,SAINT-NICOLAS-DE-REDON
784,5676010,567601000019,AV+DE L HALLALI,44500,LA BAULE-ESCOUBLAC
785,5676093,567609300015,89.0+RUE+JEAN JAURES,44600,SAINT-NAZAIRE
786,5676101,567610100016,BD+DE VILLENEUVE,44160,PONTCHATEAU
787,5676119,567611900018,AV+DES IBIS,44500,LA BAULE-ESCOUBLAC
788,5676168,567616800015,59.0+RUE+DE FEDRUN,44720,SAINT-JOACHIM
789,5676234,567623400015,AV+HENRI BERTHO RN771,44500,LA BAULE-ESCOUBLAC
790,5676259,567625900012,LE GRAVIER,44130,BLAIN
791,5676333,567633300031,BERRIEN,44600,SAINT-NAZAIRE
792,5676358,567635800012,BOURG,44460,AVESSAC
793,5676432,567643200015,31.0+PONT BRIEN,44600,SAINT-NAZAIRE
794,5676473,567647300019,47.0+B+AV+DU GENERAL DE GAULLE,44380,PORNICHET
795,5680061,568006100016,RUE+HENRI GAUTIER,44600,SAINT-NAZAIRE
796,5680087,568008700011,AV+DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC
797,5680111,568011100019,AV+DES ORMES,44500,LA BAULE-ESCOUBLAC
798,5680145,568014500017,73.0+RUE+HENRI GAUTIER,44550,MONTOIR-DE-BRETAGNE
799,5680152,568015200013,RUE+DU CDT GUSTAVE GATE,44600,SAINT-NAZAIRE
800,5680236,568023600014,10.0+AV+DE LA REPUBLIQUE,44600,SAINT-NAZAIRE
801,5680244,568024400018,2.0+AV+PIERRE LOTI,44500,LA BAULE-ESCOUBLAC
802,5680335,568033500014,33.0+RUE+JEAN JAURES,44550,MONTOIR-DE-BRETAGNE
803,5680376,568037600026,RUE+DE LA LANDE,44350,GUERANDE
804,5680376,568037600034,AV+LION,83210,SOLLIES-PONT
805,5680384,568038400012,9.0+PL+D AIGUILLON,44490,LE CROISIC
806,5680392,568039200015,RUE+DE TRIGNAC,44600,SAINT-NAZAIRE
807,5680400,568040000024,7.0+AV+VILLES BABIN,44380,PORNICHET
808,5680467,568046700023,32.0+RUE+FABERT,75007,PARIS 7
809,5680491,568049100023,10.0+AV+DE PAVIE,44500,LA BAULE-ESCOUBLAC
810,5680509,568050900014,RUE+ALEXANDRE OLIVIER,44220,COUERON
811,5680541,568054100025,LA LANDE,44350,GUERANDE
812,5680541,568054100033,9.0+RUE+DU CHENE LASSE,44800,SAINT-HERBLAIN
813,5680566,568056600014,LD+LA DIGUE,44460,SAINT-NICOLAS-DE-REDON
814,5680582,568058200011,14.0+RUE+DES PORTEAUX,44290,GUEMENE-PENFAO
815,5680624,568062400029,49.0+BD+DE LA LIBERATION,44600,SAINT-NAZAIRE
816,5680632,568063200022,AV+EMILE OUTTIER,44380,PORNICHET
817,5710058,571005800016,162.0+CHS+MARCADE,80100,ABBEVILLE
818,5710066,571006600027,56.0+RUE+JEAN JAURES,80580,PONT-REMY
819,5710082,571008200016,20.0+RUE+PASTEUR,80550,LE CROTOY
820,5710256,571025600016,154.0+RTE+DE PARIS,80100,ABBEVILLE
821,5710264,571026400010,RUE+VICTOR HUGO,80210,FEUQUIERES-EN-VIMEU
822,5710306,571030600019,,80220,BUIGNY-LES-GAMACHES
823,5710314,571031400013,RUE+D HOCQQUELUS AIGNEVILLE,80210,AIGNEVILLE
824,5710348,571034800011,,80510,LONGPRE-LES-CORPS-SAINTS
825,5710371,571037100013,23.0+RUE+DU PONT DE LA VILLE,80132,CAOURS
826,5710405,571040500019,RUE+DE GOVES,80150,GUESCHART
827,5710439,571043900018,RUE+DU BORDELET,80150,CRECY-EN-PONTHIEU
828,5710520,571052000015,CITE+LECLERC,80510,LONGPRE-LES-CORPS-SAINTS
829,5710538,571053800017,24.0+RUE+BOUCHER DE PERTHES,80100,ABBEVILLE
830,5710595,571059500017,RUE+DE TOURS,80210,CHEPY
831,5710660,571066000019,RTE+NATIONALE,80220,BOUVAINCOURT-SUR-BRESLE
832,5710694,571069400018,4.0+RUE+PASTEUR,80210,FEUQUIERES-EN-VIMEU
833,5710736,571073600017,185.0+CHS+MARCADE,80100,ABBEVILLE
834,5710744,571074400011,HAM+MONCHAUX,80120,QUEND
835,5710793,571079300018,GRANDE RUE,80140,RAMBURES
836,5710843,571084300011,2.0+RUE+JULES FERRY,80570,DARGNIES
837,5710967,571096700018,,80690,GORENFLOS
838,5711106,571110600012,,80970,SAILLY-FLIBEAUCOURT
839,5711155,571115500019,,80770,BEAUCHAMPS
840,5711197,571119700011,31.0+AV+ARISTIDE BRIAND,80100,ABBEVILLE
841,5711221,571122100019,4.0+RUE+DE LA PORTE DU PONT,80550,LE CROTOY
842,5711379,571137900015,11.0+RUE+PAUL BOS,80550,LE CROTOY
843,5711445,571144500014,8.0+RUE+MARECHAL FOCH,80100,ABBEVILLE
844,5711551,571155100019,93.0+PL+DE L'EGLISE,80210,CHEPY
845,5711585,571158500017,PL+MAX LEJEUNE,80100,ABBEVILLE
846,5711684,571168400018,RUE+TILLOY,80220,MAISNIERES
847,5711726,571172600017,,80132,CAHON
848,5711742,571174200014,CHS+MARCADE,80100,ABBEVILLE
849,5711759,571175900018,134.0+RUE+DE MENCHECOURT,80100,ABBEVILLE
850,5711767,571176700011,AV+DE LA PLAGE,80120,FORT-MAHON-PLAGE
851,5711833,571183300011,,80270,WIRY-AU-MONT
852,5711874,571187400015,54.0+RUE+DE L ISLE,80100,ABBEVILLE
853,5711882,571188200018,9.0+RUE+BOUCHER DE PERTHES,80100,ABBEVILLE
854,5712062,571206200016,8.0+RUE+DES FUSILLES,80150,CRECY-EN-PONTHIEU
855,5712211,571221100019,,80120,FORT-MAHON-PLAGE
856,5712252,571225200013,16.0+RTE+NATIONALE,80132,LE TITRE
857,5712260,571226000016,29.0+RUE+SAINT DENIS,80490,HALLENCOURT
858,5712633,571263300014,,80140,LE TRANSLAY
859,5712658,571265800029,61.0+RUE+DE LA REPUBLIQUE,80490,HALLENCOURT
860,5712732,571273200014,RUE+GRANDE,80220,GAMACHES
861,5712880,571288000011,HAM+DE WADICOURT,80150,DOMPIERRE-SUR-AUTHIE
862,5712898,571289800013,RUE+DU MARECHAL FOCH,80860,NOYELLES-SUR-MER
863,5713052,571305200024,RUE+PAUL BIGNON,76260,EU
864,5713060,571306000019,,80220,BUIGNY-LES-GAMACHES
865,5713078,571307800011,,80220,BUIGNY-LES-GAMACHES
866,5713128,571312800014,61.0+RUE+DE LA PORTE DU PONT,80550,LE CROTOY
867,5713185,571318500014,,80120,QUEND
868,5713235,571323500017,,80120,VILLERS-SUR-AUTHIE
869,5713276,571327600011,,80150,DOMPIERRE-SUR-AUTHIE
870,5713466,571346600018,13.0+CHS+DU BOIS,80100,ABBEVILLE
871,5713508,571350800017,PL+MAX LEJEUNE,80100,ABBEVILLE
872,5713532,571353200017,RUE+PRINCIPALE,80150,LAMOTTE-BULEUX
873,5713557,571355700014,30.0+RUE+MARECHAL FOCH,80100,ABBEVILLE
874,5713573,571357300011,RUE+DE LA GARE,80270,ALLERY
875,5713722,571372200014,PL+MAX LEJEUNE,80100,ABBEVILLE
876,5713797,571379700016,,80132,CAOURS
877,5713854,571385400015,RUE+DES SAINTES MARIES,80100,ABBEVILLE
878,5713904,571390400018,RUE+DE MALADRERIE,80150,YVRENCH
879,5714050,571405000019,,80150,ESTREES-LES-CRECY
880,5714142,571414200014,RUE+D HULEUX,80132,BUIGNY L'ABBE
881,5714167,571416700011,,80580,LIERCOURT
882,5714191,571419100011,AV+DE LA PLAGE,80120,FORT-MAHON-PLAGE
883,5714209,571420900011,706.0+RUE+DE QUEND,80120,FORT-MAHON-PLAGE
884,5714217,571421700014,HAM+MONCHAUX,80120,QUEND
885,5714233,571423300011,PETIT CHEMIN,80120,ARGOULES
886,5714241,571424100022,2.0+RESIDENCE DES ETANGS,80132,MAREUIL-CAUBERT
887,5714290,571429000011,RUE+DE LA MAIRIE,80120,FORT-MAHON-PLAGE
888,5714423,571442300018,,80150,GUESCHART
889,5720057,572005700016,BD+DE LA REPUBLIQUE,80100,ABBEVILLE
890,5720065,572006500019,15.0+RUE+SAINT VULFRAN,80100,ABBEVILLE
891,5720073,572007300013,,80370,DOMLEGER-LONGVILLERS
892,5720099,572009900018,3.0+AV+DE LA CHAPELLE,80100,ABBEVILLE
893,5720164,572016400028,236.0+RTE+D AMIENS,80100,ABBEVILLE
894,5720180,572018000016,54.0+RUE+DE L ISLE,80100,ABBEVILLE
895,5720206,572020600019,340.0+CHS+DES CHASSE MAREES,80210,FEUQUIERES-EN-VIMEU
896,5720222,572022200016,RTE+DE DOULLENS,80100,ABBEVILLE
897,5720222,572022200024,13.0+BD+DES PRES,80100,ABBEVILLE
898,5720230,572023000019,,80270,ALLERY
899,5720255,572025500016,RUE+DE LA PLAGE,80550,LE CROTOY
900,5720271,572027100013,AV+DE LA PLAGE,80120,FORT-MAHON-PLAGE
901,5720313,572031300013,,80120,SAINT-QUENTIN-EN-TOURMONT
902,5720313,572031300021,9.0+RUE+DU BOUT D'AMONT,80120,SAINT-QUENTIN-EN-TOURMONT
903,5720313,572031300039,6.0+RUE+DU BOUT D'AMONT,80120,SAINT-QUENTIN-EN-TOURMONT
904,5720354,572035400017,RUE+ARISTIDE BRIAND,80210,FEUQUIERES-EN-VIMEU
905,5720362,572036200010,22.0+CHE+DE CRAVAILLEUX,30126,TAVEL
906,5720362,572036200044,8.0+PL+CLEMENCEAU,80100,ABBEVILLE
907,5720362,572036200051,22.0+CHE+DE CRAVAILLEUX,30126,TAVEL
908,5720388,572038800015,CHS+DE ROUVROY,80100,ABBEVILLE
909,5720412,572041200021,84.0+RUE+DU CAPITAINE GUY DATH,80550,LE CROTOY
910,5720537,572053700017,56.0+BD+DE LA PORTELETTE,80100,ABBEVILLE
911,5720537,572053700025,RUE+VENTOSE,80100,ABBEVILLE
912,5720552,572055200016,CHE+DE NESLETTE,80220,BOUTTENCOURT
913,5720552,572055200024,,76340,BLANGY-SUR-BRESLE
914,5720552,572055200032,VALLEE MAZIN,80220,BOUTTENCOURT
915,5720586,572058600014,10.0+AV+VASSEUR,80120,QUEND
916,5720594,572059400026,78.0+BD+VAUBAN,80100,ABBEVILLE
917,5720594,572059400034,92.0+BD+VAUBAN,80100,ABBEVILLE
918,5720602,572060200019,44.0+RTE+DE DRUCAT,80100,ABBEVILLE
919,5720602,572060200027,3.0+RUE+PAUL CEZANNE,75008,PARIS 8
920,5720602,572060200035,204.0+RPT+DU PONT DE SEVRES,92100,BOULOGNE-BILLANCOURT
921,5720602,572060200043,14.0+RUE+MARC BLOCH,92110,CLICHY
922,5720610,572061000012,44.0+PL+DE LA LIBERATION,80100,ABBEVILLE
923,5720636,572063600025,500.0+RUE+DE PARIS,80000,AMIENS
924,5720644,572064400011,4.0+PL+DU GAL LECLERC,80120,RUE
925,5720651,572065100032,RUE+DU PDT ROBERT SCHUMAN,80100,ABBEVILLE
926,5720651,572065100040,10.0+RUE+GENERAL PLESSIER,69002,LYON 2EME
927,5720685,572068500014,26.0+RUE+DES PRES,80132,CAOURS
928,5720701,572070100019,294.0+RTE+DE ROUEN,80100,ABBEVILLE
929,5720727,572072700014,,80220,GAMACHES
930,5720750,572075000016,84.0+CHS+MARCADE,80100,ABBEVILLE
931,5720784,572078400015,24.0+RUE+JULES GUESDE,80210,FEUQUIERES-EN-VIMEU
932,5720784,572078400031,ZONE INDUSTRIELLE,80210,FEUQUIERES-EN-VIMEU
933,5720784,572078400049,RUE+DU CHEVALIER DE LA BARRE,80210,FEUQUIERES-EN-VIMEU
934,5720784,572078400056,79.0+B+AV+DU GENERAL LECLERC,93500,PANTIN
935,5720784,572078400064,97.0+RUE+DU CHATEAU D EAU,80100,ABBEVILLE
936,5720784,572078400072,15.0+AV+DE LONDRES,13127,VITROLLES
937,5720784,572078400080,2.0+RUE+DE LA CAVEE DE VAUCHELLES,80100,ABBEVILLE
938,5720784,572078400098,7.0+B+RUE+DES SARCELLES,80100,ABBEVILLE
939,5720784,572078400106,52.0+RUE+HENRI BARBUSSE,80210,FEUQUIERES-EN-VIMEU
940,5720784,572078400114,15.0+RUE+SIBUET,75012,PARIS 12
941,5720784,572078400122,25.0+GRANDE RUE,80130,BETHENCOURT-SUR-MER
942,5720784,572078400130,73.0+RUE+HENRI FARMAN,93290,TREMBLAY-EN-FRANCE
943,5720784,572078400148,1.0+IMP+NICEPHORE NIEPCE,93290,TREMBLAY-EN-FRANCE
944,5720784,572078400155,7.0+RUE+DES SARCELLES,80100,ABBEVILLE
945,5720784,572078400163,13.0+RUE+DES INDUSTRIES,77460,SOUPPES-SUR-LOING
946,5720826,572082600014,RUE+SAINT GILLES,80100,ABBEVILLE
947,5720834,572083400018,RUE+DE LA TANNERIE,80100,ABBEVILLE
948,5740022,574002200016,2.0+RUE+JEU DE PAUME,4000,DIGNE-LES-BAINS
949,5740063,574006300010,246.0+AV+PAUL ARENE,4200,SISTERON
950,5740071,574007100013,QUAI+DU PLAN,4320,ENTREVAUX
951,5740253,574025300017,,4400,UVERNET-FOURS
952,5740311,574031100021,19.0+BD+DES TILLEULS,4190,LES MEES
953,5740345,574034500011,,4240,BRAUX
954,5740444,574044400012,12.0+RUE+GRENETTE,4400,BARCELONNETTE
955,5740451,574045100017,RUE+DE L HUBAC,4000,DIGNE-LES-BAINS
956,5740477,574047700012,,4200,NOYERS-SUR-JABRON
957,5740501,574050100027,LA VILLE,4260,ALLOS
958,5740501,574050100043,CHATEAU GARNIER,4170,THORAME-BASSE
959,5740543,574054300011,,4330,BARREME
960,5740568,574056800034,79.0+BD+GASSENDI,4000,DIGNE-LES-BAINS
961,5740576,574057600011,41.0+RUE+DE L HUBAC,4000,DIGNE-LES-BAINS
962,5740584,574058400015,,4530,LARCHE
963,5740626,574062600014,,4330,CHAUDON-NORANTE
964,5740659,574065900015,,4530,LA CONDAMINE-CHATELARD
965,5740857,574085700023,LOT LE THOR,4700,LA BRILLANNE
966,5740865,574086500018,,4380,THOARD
967,5740956,574095600015,,4240,ANNOT
968,5740972,574097200020,25.0+BD+VICTOR HUGO,4000,DIGNE-LES-BAINS
969,5740972,574097200038,SAINT CHRISTOPHE,4000,DIGNE-LES-BAINS
970,5740980,574098000023,LES ARCHES,4000,DIGNE-LES-BAINS
971,5741012,574101200016,,4160,L'ESCALE
972,5741103,574110300013,LE THEY,4000,DIGNE-LES-BAINS
973,5741137,574113700011,,4500,RIEZ
974,5741343,574134300015,LD+LES CHENES,4200,SISTERON
975,5741400,574140000013,14.0+RUE+PIED DE LA VILLE,4000,DIGNE-LES-BAINS
976,5741509,574150900011,LA BEGUDE,4270,BRAS D'ASSE
977,5741517,574151700014,,4210,BRUNET
978,5741525,574152500017,RUE+ELIE JULIEN,4700,ORAISON
979,5741533,574153300011,ALL+ARTHUR GOUIN,4700,ORAISON
980,5741541,574154100014,,4530,SAINT-PAUL-SUR-UBAYE
981,5741541,574154100022,BRIANCON,4850,JAUSIERS
982,5741566,574156600011,QUAI+POMPIERY,4140,SEYNE
983,5741749,574174900013,PL+DE L HORLOGE,4200,SISTERON
984,5741814,574181400015,,4120,ROUGON
985,5741830,574183000011,8.0+AV+DE SAINT VERAN,4000,DIGNE-LES-BAINS
986,5741897,574189700010,,4530,LA CONDAMINE-CHATELARD
987,5741921,574192100018,PL+DES RECOLLETS,4000,DIGNE-LES-BAINS
988,5741954,574195400019,,4200,SISTERON
989,5741962,574196200012,GRAND RUE,4800,GREOUX-LES-BAINS
990,5741970,574197000015,,4380,THOARD
991,5741988,574198800017,35.0+RUE+MANUEL,4400,BARCELONNETTE
992,5741996,574199600010,,4200,VAUMEILH
993,5742028,574202800011,AV+CALENDAL,4160,CHATEAU-ARNOUX-SAINT-AUBAN
994,5742028,574202800029,PINCHINIERES,4290,VOLONNE
995,5742036,574203600014,LD+BEAULIEU,4200,SISTERON
996,5742093,574209300015,RUE+MERCERIE,4200,SISTERON
997,5742101,574210100016,,4340,LE LAUZET-UBAYE
998,5742176,574217600018,PL+DE LA POTERNE,4200,SISTERON
